fold,weight_median,MAE,RMSE,R2,best_iteration
2025-08,31500.0,92.27550332494249,613.1817954440443,0.8271387288057829,1396
2025-09,31467.0,107.67211934736771,617.9390200298013,0.8354459934381131,904
2025-10,31492.0,118.17886217177558,648.3413719190714,0.8200944907976568,614
